DOI,PMID,arXiv ID,Title,Abstract,Authors,Journal,Year
10.1109/apsec.2018.00072,,,Extracting Candidates of Microservices from Monolithic Application Code,"Technology that facilitates rapid modification of existing business applications is necessary and it has been reported that making the system more adaptable to change is the strongest driver for legacy system modernization. There has been considerable interest in service-oriented architectures or microservices which enables the system to be quickly changed. Refactoring and, in particular, re-modularization operations can be performed to repair the design of a software system. Various approaches have been proposed to support developers during the re-modularization of a software system. The common problem in these efforts is to identify from monolithic applications the candidates of microservices, i.e., the programs or data that can be turned into cohesive, standalone services; this is a tedious manual effort that requires analyzing many dimensions of software architecture views and often heavily relies on the experience and expertise of the expert performing the extraction. To solve this problem, we developed a method that identifies the candidates of microservices from the source code by using software clustering algorithm SArF with the relation of ""program groups"" and ""data"" which we defined. Our method also visualizes the extracted candidates to show the relationship between extracted candidates and the whole structure. The candidates and visualization help the developers to capture the overview of the whole system and facilitated a dialogue with customers. We report two case studies to evaluate our results in which we applied our method to an open source application and an industrial application with our results reviewed by developers.","Manabu Kamimura,Keisuke Yano,Tomomi Hatano,Akihiko Matsuo",,2018
10.5220/0007618400370047,,,Towards a Roadmap for the Migration of Legacy Software Systems to a Microservice based Architecture,"The migration of legacy software systems to a microservice based architecture is not a trivial task due to challenges and difficulties as reported in the literature. The concept of microservices mainly consists in software organized as a suite of small, modular, and independently deployed services that run on their own processes and communicate through well-defined, lightweight mechanisms to serve a business goal. However, the literature is still incipient in relation to step-by-step guidelines supporting practitioners to accomplish the migration from an existing, monolithic structure to a microservice based architecture. Goal: Discuss lessons learned from the migration of legacy software systems to microservices-based architecture. Method: We conducted two studies (a pilot and a case study) aiming at characterizing the relevants steps of such guidelines. Results: We report the steps and challenges observed during the migration reported in this study. Conclusion: We identify at least three main phases that drive the migration process.","Hugo Henrique S. da Silva,Glauco de Figueiredo Carneiro,Miguel P. Monteiro",,2019
10.1109/compcomm.2018.8781036,,,Refactoring Orchestrated Web Services into Microservices Using Decomposition Pattern,"Service-oriented architecture (SOA) is an architectural design of inter-services collaborations. In general, SOA has three major roles, including client, service provider, and service broker. To access a service usually depends on a service broker, which causes inflexibility in system modification. The software industry now focuses more on productivity, flexibility of the constant changes and continuous modifications, for which the SOA style may not be suitable. Therefore, a new microservice style is an alternative serving those needs, which means a microservice unit is more adaptable and replaceable with no ripple effects. Since the microservice architecture design is considered as a collection of the small self-contained services, each service represents a business capability and carries its own isolated data. However, how to identify microservices is still a challenging task in the business process model level. This paper proposes an alternative mean to extract the existing SOA services from the BPEL flow and refactor them into a set of relevant microservices using the decomposition pattern. In our case study, we propose how to do the service refactoring against the business domain profiles collected from the extracted vocabularies from the given business scenarios. The resulting microservices are domain specific and conform to the business capability vocabularies extracted from the given business scenarios.","Mathawee Tusjunt,Wiwat Vatanawood",,2018
10.1109/icpc52881.2021.00041,,,Weighing the Evidence: On Relationship Types in Microservice Extraction,"The microservice-based architecture – a SOA-inspired principle of dividing systems into components that communicate with each other using language-agnostic APIs – has gained increased popularity in industry. Yet, migrating a monolithic application to microservices is a challenging task. A number of automated microservice extraction techniques have been proposed to help developers with the migration complexity. These techniques, at large, construct a graph-based representation of an application and cluster its elements into service candidates. The techniques vary by their decomposition goals and, subsequently, types of relationships between application elements that they consider – structural, semantic term similarity, and evolutionary – with each technique utilizing a fixed subset and weighting of these relationship types.In this paper, we perform a multi-method exploratory study with 10 industrial practitioners to investigate (1) the applicability and usefulness of different relationships types during the microservice extraction process and (2) expectations practitioners have for tools utilizing such relationships. Our results show that practitioners often need a ""what-if"" analysis tool that simultaneously considers multiple relationship types during the extraction process and that there is no fixed way to weight these relationships. Our study also identifies organization- and application-specific considerations that lead practitioners to prefer certain relationship types over others, e.g., the age of the codebase and languages spoken in the organization. It outlines possible strategies to help developers during the extraction process, e.g., the ability to iteratively filter and customize relationships.","Lisa J. Kirby,Evelien Boerstra,Zachary J.C. Anderson,Julia Rubin,Julia Rubin",,2021
,,,"Microservices: yesterday, today, and tomorrow","Microservices is an architectural style inspired by service-oriented computing that has recently started gaining popularity. Before presenting the current state-of-the-art in the field, this chapter reviews the history of software architecture, the reasons that led to the diffusion of objects and services first, and microservices later. Finally, open problems and future challenges are introduced. This survey primarily addresses newcomers to the discipline, while offering an academic viewpoint on the topic. In addition, we investigate some practical issues and point out some potential solutions.","Nicola Dragoni,Saverio Giallorenzo,Alberto Lluch Lafuente,Manuel Mazzara,Fabrizio Montesi,Ruslan Mustafin,Larisa Safina",arXiv: Software Engineering,2016
10.1109/ms.2018.2141026,,,From Monolithic to Microservices: An Experience Report from the Banking Domain,"Microservices have seen their popularity blossoming with an explosion of concrete applications in real-life software. Several companies are currently involved in a major refactoring of their back-end systems in order to improve scalability. This article presents an experience report of a real-world case study, from the banking domain, in order to demonstrate how scalability is positively affected by reimplementing a monolithic architecture into microservices. The case study is based on the FX Core system for converting from one currency to another. FX Core is a mission-critical system of Danske Bank, the largest bank in Denmark and one of the leading financial institutions in Northern Europe.","Antonio Bucchiarone,Nicola Dragoni,Schahram Dustdar,Stephan Thordal Larsen,Stephan T. Larsen,Manuel Mazzara",IEEE Software,2018
,,,On micro-services architecture,"This paper provides an overview of micro-services architecture and implementation patterns. It continues our series of publications about M2M systems, existing and upcoming system software platforms for M2M applications. A micro-service is a lightweight and independent service that performs single functions and collaborates with other similar services using a well-defined interface. We would like to discuss the common principles behind this approach, its advantages and disadvantages as well as its possible usage in M2M applications.","Dmitry Namiot,Manfred Sneps-Sneppe",International Journal of Open Information Technologies,2014
10.18417/emisa.14.1,,,Drivers and Barriers for Microservice Adoption – A Survey among Professionals in Germany,"Microservices are an architectural style for software which currently receives a lot of attention in both industry and academia. Several companies employ microservice architectures with great success, and there is a wealth of blog posts praising their advantages. Especially so-called Internet-scale systems use them to satisfy their enormous scalability requirements and to rapidly deliver new features to their users. But microservices are not only popular with large, Internet-scale systems. Many traditional companies are also considering whether microservices are a viable option for their applications. However, these companies may have other motivations to employ microservices, and see other barriers which could prevent them from adopting microservices. Furthermore, these drivers and barriers possibly differ among industry sectors. In this article, we present the results of a survey on drivers and barriers for microservice adoption among professionals in Germany. In addition to overall drivers and barriers, we particularly focus on the use of microservices to modernize existing software, with special emphasis on implications for runtime performance and transactionality. We observe interesting differences between early adopters who emphasize scalability of their Internet-scale systems, compared to traditional companies which emphasize maintainability of their IT systems.","Holger Knoche,Wilhelm Hasselbring",,2019
10.1109/icasi.2016.7539733,,,Migrating web applications to clouds with microservice architectures,"For the recent advances of Cloud Computing technologies, cloud applications have been popularity for their rich set of features. Therefore, their practical use for promoting business values can be expected. As such, cloud applications are recognized as a trend for the next generation of existing Web applications, and hence how to migrate these Web applications to the clouds becomes a desired field in the literature. For this need, we present a migration method that employs the well-known microservice architectures to support an effective migration of Web applications into the clouds.","Jyhjong Lin,Lendy Chaoyu Lin,Shiche Huang",,2016
10.1109/ispdc.2019.00021,,,Attributes Assessing the Quality of Microservices Automatically Decomposed from Monolithic Applications,"The architectural styles in the world of software development are constantly evolving. Recently the microservice architecture is gaining more and more traction, building on concepts of Service Oriented Architecture (SOA) and steering further away from monolithic architectures. Emerged from agile communities, the microservice oriented architecture implies a number of small-sized microservices independently deployable. The adoption of microservices as the base for creating enterprise applications is certain, yet many companies intend to migrate from the old monolithic style instead of creating new products mainly due to cost related implications as well as challenging and complex tasks. Several tools and approaches for the semi-automatic decomposition of monolithic applications to microservices have emerged, yet many of them still struggle to verify the result of such process, the architect being indispensable for assessing the output microservices. Although this area is intensely studied, no unanimously accepted and clear guidelines for defining a good microservice exist. This survey focuses on providing a comprehensive and broadly applicable set of quality assessment criteria for microservices resulted from semi-automatic migration tools or techniques. Our study aligns with industry requirements, including a case study which further validates our set of quality attributes. In the refinement step of the quality attributes set, the prospect of automating the process of validation is also discussed.","Michel-Daniel Cojocaru,Ana Oprescu,Alexandru Uta",,2019
,,,Monolith to Microservices: Evolutionary Patterns to Transform Your Monolith,,Sam Newman,,2020
10.1016/j.infsof.2022.106996,,,Improving microservices extraction using evolutionary search,"Microservices constitute a modern style of building software applications as collections of small, cohesive, and loosely coupled services, i.e. , modules, that are developed, deployed, and scaled independently. The migration from legacy systems towards the microservice-based architecture is not a trivial task. It is still manual, time-consuming, error-prone and subsequently costly. The most critical and challenging issue is the cost-effective identification of microservices boundaries that ensure adequate granularity and cohesiveness. To address this problem, we introduce in this paper a novel approach, named MSExtractor , that formulates microservices identification as a multi-objective optimization problem. The proposed solution aims at decomposing a legacy application into a set of cohesive, loosely-coupled and coarse-grained services. We employ the Indicator-Based Evolutionary Algorithm (IBEA) to drive a search process towards optimal microservices identification while considering structural and semantic dependencies in the source code. We conduct an empirical evaluation on a benchmark of seven software systems to assess the efficiency of our approach. Results show that MSExtractor is able to carry out an effective identification of relevant microservice candidates and outperforms three other existing approaches. In this paper, we show that MSExtractor is able to extract cohesive and loosely coupled services with higher performance than three other considered methods. However, we advocate that while automated microservices identification approaches are very helpful, the role of the human experts remains crucial to validate and calibrate the extracted microservices.","Khaled Sellami,Ali Ouni,Mohamed Aymen Saied,Salah Bouktif,Mohamed Wiem Mkaouer",Information & Software Technology,2022
10.1109/icsa-c50368.2020.00015,,,Towards Identifying Microservice Candidates from Business Rules Implemented in Stored Procedures,"During the 1980 and 1990’s decades, relational database management systems arose as an alternative to implement and store application business logic due to its robustness. Many of those legacy systems suffer from several problems such as low scalability, database vendor lock-in, and complex maintenance and evolution. With the success of lightweight virtualization techniques and new distributed architectures, mainly the microservices, companies are migrating legacy systems to this architectural style. Although several studies have proposed migration processes and reported migration experience to microservices, to the best of our knowledge, none of them has addressed systems whose business rules are implemented in database artifacts, particularly stored procedures. Therefore, this paper presents a process to identify microservice candidates from application business rules implemented in stored procedures. We applied the process to a real large scale system, for which 357 business rules were mapped and 13 microservices were identified. In addition, the process helped to find out many duplicated pieces of code, thus also improving the system maintainability.","Marx Haron Gomes Barbosa,Marx Haron Gomes Barbosa,Paulo Henrique M.Maia,Paulo Henrique M. Maia",,2020
,,,A curated Dataset of Microservices-Based Systems,"Microservices based architectures are based on a set of modular, independent and fault-tolerant services. In recent years, the software engineering community presented studies investigating potential, recurrent, effective architectural patterns in microservices-based architectures, as they are very essential to maintain and scale microservice-based systems. Indeed, the organizational structure of such systems should be reflected in so-called microservice architecture patterns, that best fit the projects and development teams needs. However, there is a lack of public repositories sharing open sources projects microservices patterns and practices, which could be beneficial for teaching purposes and future research investigations. This paper tries to fill this gap, by sharing a dataset, having a first curated list microservice-based projects. Specifically, the dataset is composed of 20 open-source projects, all using specific microservice architecture patterns. Moreover, the dataset also reports information about inter-service calls or dependencies of the aforementioned projects. For the analysis, we used two different tools (1) SLOCcount and (2) MicroDepGraph to get different parameters for the microservice dataset. Both the microservice dataset and analysis tool are publicly available online. We believe that this dataset will be highly used by the research community for understanding more about microservices architectural and dependencies patterns, enabling researchers to compare results on common projects.","Mohammad Imranur Rahman,Mohammad Imranur,Mohammad Imranur Rahman,Rahman,Sebastiano Panichella,Davide Taibi",arXiv: Software Engineering,2019
10.1007/978-981-16-7389-4_43,,,Best Practices and Strategy for the Migration of Service-Oriented Architecture-Based Applications to Microservices Architecture,"Microservices has become a buzzword in IT, and large enterprise companies like Netflix, Twitter, Spotify, and others have begun to develop their applications in this new architectural style. To take advantage of the numerous benefits of the new design, a few firms have begun migrating their traditional monolithic, and SOA-based applications to microservices. Software architects, on the other hand, are uncertain about whether or not to migrate to this new style since they are unclear of the benefits and drawbacks of doing so. Migration of any application from one architecture to another exhibits different challenges like which portion of the code to be migrated, the migration approach to be followed etc. With our experience in migrating the existing SOA-based applications to microservices, we propose the migration strategy as well as the best practices in creating new microservices or migrating existing applications to microservices architecture. We consider a standard Web-based application and demonstrate the proposed migration strategy. The future research directions are also presented.","Vinay Raj,K. Srinivasa Reddy",Algorithms for intelligent systems,2022
10.1007/s00607-021-01002-z,,,Detector-based component model abstraction for microservice-based systems,"One of the chief problems in software architecture is avoiding architecture model drift and erosion in all kinds of complex software systems. Microservice-based systems introduce new challenges in this context, as they often use a large variety of technologies in their latest iteration, and are changed and released very frequently. Existing solutions that can be used to reconstruct architecture models fall short in addressing these new challenges, as they cannot easily cope with continuous evolution, their accuracy is too low, and highly polyglot settings are not supported well. In this work, we report on a research study aiming to design a highly accurate architecture model abstraction approach for comprehending component architecture models of highly polyglot systems that can cope with continuous evolution. After analyzing the results of related studies, we found two possible architecture model abstraction approaches that meet the requirements of our study: an opportunistic, and a reusable semi-automatic detector-based approach. We have conducted an empirical case study for validation and comparison of the two approaches. We conclude that both detector approaches are feasible. In our case study, the reusable approach breaks even in terms of time and effort needed for establishing reuse, if modest reuse of detectors is possible, and is producing slightly more high quality and evolution-stable solutions than the opportunistic approach.","Evangelos Ntentos,Uwe Zdun,Konstantinos Plakidas,Patric Genfer,Sebastian Geiger,Sebastian Geiger,Sebastian Meixner,Wilhelm Hasselbring",Computing,2021
10.1109/issrew53611.2021.00056,,,Migration of Monoliths through the Synthesis of Microservices using Combinatorial Optimization,"Microservices are an emerging architectural style that is gaining a growing interest from companies and research. They are small, distributed, autonomous and loosely coupled services that are deployed independently and work together by communicating through lightweight protocols. Microservices are easy to update, scale, deploy, and reduce the time-to-market thanks to continuous delivery and DevOps. Several existing systems, in contrast, are difficult to maintain, evolve, and scale. For these reasons, microservices are the ideal candidates for the refactoring and modernization of long-lived monolithic systems. However, the migration process is a complex, time-consuming and error-prone task that needs the support of appropriate tools to assist software designers and programmers from the extraction of a proper architecture to the implementation of the novel microservices. This paper proposes a possible solution for the automated decomposition of a monolithic system into microservices, which exploits combinatorial optimization techniques to manage the decomposition. Our proposal covers the whole decomposition process, from the microservice architecture definition to the generation of the code of the microservices and their APIs, in order to assist developers and ensure by construction the correct behavior of the refactored system.","Gianluca Filippone,Marco Autili,Fabrizio Rossi,Massimo Tivoli",,2021
10.1109/icws53863.2021.00104,,,Monolith to Microservice Candidates using Business Functionality Inference,"In this paper, we propose a novel approach for monolith decomposition, that maps the implementation structure of a monolith application to a functional structure that in turn can be mapped to business functionality. First, we infer the classes in the monolith application that are distinctively representative of the business functionality in the application domain. This is done using formal concept analysis on statically determined code flow structures in a completely automated manner. Then, we apply a clustering technique, guided by the inferred representatives, on the classes belonging to the monolith to group them into different types of partitions, mainly: 1) functional groups representing microservice candidates, 2) a utility class group, and 3) a group of classes that require significant refactoring to enable a clean microservice architecture. This results in microservice candidates that are naturally aligned with the different business functions exposed by the application. A detailed evaluation on four publicly available applications show that our approach is able to determine better quality microservice candidates when compared to other existing state of the art techniques. We also conclusively show that clustering quality metrics like modularity are not reliable indicators of microservice candidate goodness.","Shivali Agarwal,Raunak Sinha,Giriprasad Sridhara,Pratap Das,Utkarsh Desai,Srikanth G. Tamilselvam,Amith Singhee,Hiroaki Nakamuro",,2021
10.1109/ici2st51859.2021.00027,,,Monoliths to microservices - Migration Problems and Challenges: A SMS,"There are currently many applications that companies have accumulated over the years to leverage the operation of their businesses, however, over the years these applications have fallen into obsolescence. Most of these applications have been built following a monolith architectural style. With today’s great technological advances and for companies to remain competitive, many of these applications need to be migrated and/or modernized to take advantage of current technologies. The process of migrating from a monolithic application to a microservice is a challenging process and there are few reported successful experiences. The objective of this paper is to contribute to the findings of problems and challenges reported in scientific literature, that companies have faced when migrating a monolithic application to a microservices architecture.","Victor Velepucha,Pamela Flores",,2021
10.1016/j.infsof.2020.106449,,,Understanding and addressing quality attributes of microservices architecture: A Systematic literature review,"Abstract   Context: As a rapidly adopted architectural style in software engineering, Microservices Architecture (MSA) advocates implementing small-scale and independently distributed services, rather than binding all functions into one monolith. Although many initiatives have contributed to the quality improvement of microservices-based systems, there is still a lack of a systematic understanding of the Quality Attributes (QAs) associated with MSA.  Objective: This study aims to investigate the evidence-based state-of-the-art of QAs of microservices-based systems.  Method: We carried out a Systematic Literature Review (SLR) to identify and synthesize the relevant studies that report evidence related to QAs of MSA.  Results: Based on the data extracted from the 72 selected primary studies, we portray an overview of the six identified QAs most concerned in MSA, scalability, performance, availability, monitorability, security, and testability. We identify 19 tactics that architecturally address the critical QAs in MSA, including two tactics for scalability, four for performance, four for availability, four for monitorability, three for security, and two for testability.  Conclusion: This SLR concludes that for MSA-based systems: 1) Although scalability is the commonly acknowledged benefit of MSA, it is still an indispensable concern among the identified QAs, especially when trading-off with other QAs, e.g., performance. Apart from the six identified QAs in this study, other QAs for MSA like maintainability need more attention for effective improvement and evaluation in the future. 3) Practitioners need to carefully make the decision of migrating to MSA based on the return on investment, since this architectural style additionally cause some pains in practice.","Shanshan Li,Shanshan Li,Shanshan Li,He Zhang,He Zhang,Zijia Jia,Chenxing Zhong,Cheng Zhang,Cheng Zhang,Zhihao Shan,Jinfeng Shen,Muhammad Ali Babar",Information & Software Technology,2020
10.1007/978-3-030-14070-0_81,,,Strategies Reported in the Literature to Migrate to Microservices Based Architecture,"Context: Microservice-oriented architecture relies on the implementation and deployment of small and autonomous microservices, rather than implementing the functionalities in one unique module to be deployed. They have been adopted as a solution to the shortcomings of the monolithic architecture such as lack of flexibility. Goal: This paper discusses lessons learned and challenges reported in the literature regarding the migration of legacy monolithic software systems to microservices based architecture. Method: We performed an automated search targeting public repositories to accomplish the stated goal. Results: Based on the evidence provided by 12 studies, we classified main findings in lessons learned related to the migration, as well as associated difficulties and challenges. Conclusions: the guidelines to migrate to microservices based architecture are maturing/evolving and the literature has pinpointed issues that deserve further investigation.","Heleno Cardoso da Silva Filho,Glauco de Figueiredo Carneiro",,2019
10.1109/access.2021.3068837,,,A Roadmap for Migration System-Architecture Decision by Neutrosophic-ANP and Benchmark for Enterprise Resource Planning Systems,"The selection of the system-architecture is critical step in software-engineering lifecycle. Unfortunately, the selecting a suitable architecture is a hard mission. The difficulty of the adopting architecture increases in inconsistence case as in SOA and MSA. The paper answers “when architecture transform”, “to which architecture migrate” and “how”. The paper addresses the lack of evaluation ERPs in post-implementation phase. The paper provides static and dynamic analysis for monolith, SOA and MSA by numerical-comparison and Benchmark. This paper proposes a roadmap for migration-architecture. The roadmap consists of flowchart of migration and migration-decision model that is supported with criteria of evaluation form for assessing system’s baseline and making a consistence decision by Neutrosophic-ANP. Because of the dependency between factors of information system evolution, ANP is used. Furthermore, Neutrosophic set is selected because its accuracy in inconsistence. Benchmark assesses OpenBravoERP, Odoo12 and Metasfresh5.144 to represent monolith, SOA and MSA respectively. Benchmark assesses performance, time to the market, stability, future proof, network issue and cost. They are tested based on scenario tests which grantee that transactions are executed within more than one module of ERPS, simulates real business’s procedures, huge number of records and concurrent load by virtual users. The proposed model and benchmark help “Hitac’ enterprise in two decisions for its expansion-plan in COVID-19 crisis. The numerical steps of this case-study are provided. Most published papers and literatures about Microservices are not empirical. The main paper’s result is filling this gap by a one of the empirical aspects with an academic study support.","Amany A. Slamaa,Haitham A. El-Ghareeb,Ahmed Aboelfetouh Saleh",IEEE Access,2021
10.1145/3475061.3475086,,,Refactoring Java Monoliths into Executable Microservice-Based Applications,"In the last few years we have been seeing a drastic change in the way software is developed. Large-scale software projects are being assembled by a flexible composition of many (small) components possibly written in different programming languages and deployed anywhere in the cloud – the so-called microservice-based applications.  The dramatic growth in popularity of microservice-based applications has pushed several companies to apply major refactorings to their software systems. However, this is a challenging task that may take several months or even years.  We propose a methodology to automatically evolve a Java monolithic application into a microservice-based one. Our methodology receives the Java code and a proposition of microservices and refactors the original classes to make each microservice independent. Our methodology creates an API for each method call to classes that are in other services. The database entities are also refactored to be included in the corresponding service. The initial evaluation shows that our tool can successfully refactor 80% of the applications tested.","Francisco Freitas,Andre L. Ferreira,Jácome Cunha,Jácome Cunha",,2021
10.1002/spe.2956,,,Migrating production monolithic systems to microservices using aspect oriented programming,,"Augusto Flávio A. A. Freire,Américo Sampaio,Luis Heustakio L. Carvalho,Otávio Medeiros,Nabor C. Mendonça",Software - Practice and Experience,2021
10.1007/978-3-030-39306-9_2,,,A Model-Driven Approach Towards Automatic Migration to Microservices,"Microservices have received and are still receiving an increasing attention, both from academia and the industrial world. To guarantee scalability and availability while developing modern software systems, microservices allow developers to realize complex systems as a set of small services that operate independently and that are easy to maintain and evolve. Migration from monolithic applications to microservices-based application is a challenging task that very often it is done manually by the developers taking into account the main business functionalities of the input application and without a supporting tool. In this paper, we present a model-driven approach for the automatic migration to microservices. The approach is implemented by means of JetBrains MPS, a text-based metamodelling framework, and validated using a first migration example from a Java-based application to Jolie - a programming language for defining microservices.","Antonio Bucchiarone,Kemal Soysal,Claudio Guidi",,2019
,,,Does migrate a monolithic system to microservices decreases the technical debt,"Background. The migration from monolithic systems to microservices involves deep refactoring of the systems. Therefore, the migration usually has a big economic impact and companies tend to postpone several activities during this process, mainly to speed-up the migration itself, but also because of the need to release new features. Objective. We monitored the Technical Debt of a small and medium enterprise while migrating a legacy monolithic system to an ecosystem of microservices to analyze changes in the code technical debt before and after the migration to microservices. Method. We conducted a case study analyzing more than four years of the history of a big project (280K Lines of Code) where two teams extracted five business processes from the monolithic system as microservices, by first analyzing the Technical Debt with SonarQube and then performing a qualitative study with the developers to understand the perceived quality of the system and the motivation for eventually postponed activities. Result. The development of microservices helps to reduce the Technical Debt in the long run. Despite an initial spike in the Technical Debt, due to the development of the new microservice, after a relatively short period, the Technical Debt tends to grow slower than in the monolithic system.","Nyyti Saarimäki,Francesco Lomio,Valentina Lenarduzzi,Davide Taibi",arXiv: Software Engineering,2019
10.5937/jemc2102152s,,,Review of methods for migrating software systems to microservices architecture,"Majority of software systems in business use, known as legacy systems, have monolithic structure hard to maintain and upgrade with new features. The most common option to overcome this situation is reengineering of existing software systems, which can be perform in different ways and with different outcomes. One of the recent most popular approaches is migration to microservices architectures, which makes distribution of software functionalities in small and independent units possible. Each unit, called microservice is self-contained and independent, which makes system manipulation and modification easier. Several methods for migration to microservice architecture have recently been proposed. This article presents a review of methods for migrating existing systems towards microservices. In addition, this article presents software artifacts affected by migration methods and used algorithms. Implications and benefits of the presented study, as well as validity issues are discussed, followed with concluding remarks and future research directions.","Aleksandra Stojkov,Željko Stojanov,Zeljko Stojanov",,2021
10.1002/spe.2974,,,"The μTOSCA toolchain: Mining, analyzing, and refactoring microservice‐based architectures",,"Jacopo Soldani,Giuseppe Muntoni,Davide Neri,Antonio Brogi",Software - Practice and Experience,2021
10.1007/978-3-030-49418-6_21,,,A Modeling Method for Systematic Architecture Reconstruction of Microservice-Based Software Systems,"Microservice Architecture (MSA) is an approach to architecting service-based software systems, which aims for decreasing service coupling to enable independent service development and deployment. Consequently, the adoption of MSA is expected to particularly benefit the scalability, maintainability, and reliability of monolithic systems. However, MSA adoption also increases architectural complexity in service design, implementation, and operation. As a result, Software Architecture Reconstruction (SAR) of microservice architectures is aggravated. This paper presents a modeling method that systematizes SAR of microservice architectures with the goal to facilitate its execution. The method yields reconstruction models for certain architecture viewpoints in MSA to enable efficient architecture analysis. We validate the method’s applicability by means of a case study architecture and the assessment of its risk in technical debt using derived reconstruction models.","Florian Rademacher,Sabine Sachweh,Albert Zündorf",,2020
10.1007/978-3-030-45989-5_12,,,A Reconfigurable Microservice-Based Migration Technique for IoT Systems,"An Internet of Things (IoT) system is often an integration of a large number of hardware and software modules, which are expected to be easily replaced or reconfigured in order to cater for quickly-changing environments and requirements. With the popularity of microservices, people have attempted to introduce the microservice architecture to IoT systems, while paid little attention to the connectivity between the decomposed microservices, resulting in poor reconfigurability of the resulting system. In this paper, we propose a reconfigurable microservice-based migration technique for IoT systems, which first decomposes an IoT system as a set of microservices and then introduces variation contexts to make the decomposed microservices reconfigurable. We have conducted a case study on an open-source real-life unmanned aerial vehicle (UAV) system. The results demonstrate that the migrated UAV system can be dynamically reconfigured to handle various run-time changes.","Chang-ai Sun,Jing Wang,Jing Wang,Jing Guo,Zhen Wang,Zhen Wang,Zhen Wang,Zhen Wang,Li Duan,Li Duan,Li Duan,Li Duan",,2020
10.1007/978-3-030-32475-9_20,,,Migration to Microservices: Barriers and Solutions,"Microservices architecture (MSA) has been emerged over the past few years. Despite standardization efforts, migrating large-scale legacy applications into microservices architecture remains challenging. This study presents the results of seventeen interviews about obstacles and suggested solutions in migration to microservices. We analyzed the results of interviews using Jobs-to-be-done framework in literature and classified the barriers into three categories—inertia, anxiety and context. This work provides a categorization and a framework to overcome the barriers based on the advises of experts in this field. The results can be a reference for future research directions and advanced migration solutions.","Javad Ghofrani,Javad Ghofrani,Arezoo Bozorgmehr",,2019
10.1109/icsa47634.2020.00021,,,Automated Microservice Identification in Legacy Systems with Functional and Non-Functional Metrics,"Since microservice has merged as a promising architectural style with advantages in maintainability, scalability, evolvability, etc., increasing companies choose to restructure their legacy monolithic software systems as the microservice architecture. However, it is quite a challenge to properly partitioning the systems into suitable parts as microservices. Most approaches perform microservices identification from a function-splitting perspective and with sufficient legacy software artifacts. That may be not realistic in industrial practices and possibly results in generating unexpected microservices. To address this, we proposed an automated microservice identification (AMI) approach that extracts microservices from the execution and performance logs without providing documentation, models or source codes, while taking both functional and non-functional metrics into considerations. Our work firstly collects logs from the executable legacy system. Then, controller objects (COs) are identified as the key objects to converge strongly related subordinate objects (SOs). Subsequently, the relation between each pair of CO and SO is evaluated by a relation matrix from both the functional and non-functional perspective. We ultimately cluster classes(objects) into the microservices by optimizing the multi-objective of high-cohesion-low-coupling and load balance. The usefulness of the proposed approach is illustrated by applying to a case study.","Yukun Zhang,Bo Liu,Liyun Dai,Kang Chen,Xuelian Cao",,2020
10.1007/s00450-019-00414-9,,,Requirements for a model-driven cloud-native migration of monolithic web-based applications,"With the emergence of cloud-native applications, the question arises how existing, often monolithic, applications can be migrated to this new paradigm. The main migration challenges are the decomposition of an application into fine-grained components and the introduction of cloud computing paradigms. With complex existing applications the migration is difficult. A structured and tool-supported approach would facilitate the migration process, which is why this paper proposes a model-driven engineering based approach. As a basis, this paper derives and presents requirements for such an approach from the literature on the one hand and a migration case study on the other. The requirements are specifically targeted at the necessary models, but also consider the overall approach. The necessities for the realization of a model-driven cloud-native migration approach are shown and remaining challenges are discussed.","Robin Lichtenthäler,Mike Prechtl,Christoph Schwille,Tobias Schwartz,Pascal Cezanne,Guido Wirtz",,2019
10.1109/apsecw.2017.33,,,Understanding Quality Attributes in Microservice Architecture,"As a prevalent architectural style, microservice architecture overcomes the challenges of monolithic architecture and achieves better quality by implementing small-scale microservice, rather than binding all functions into one monolith. Welldesigned microservice architecture with better quality relies on clear understanding of related quality attributes. However, current understanding of quality attributes in microservice architecture is deficient and not comprehensive. In this study, we aim to construct knowledge of quality attributes in architecture through a Systematic Literature Review (SLR), the exploratory case study and the explanatory survey. By analyzing the influential factors and the corresponding tactics of related quality attributes, our research is aimed at providing a comprehensive guide on quality improvement in microservice architecture.","Shanshan Li,Shanshan Li,Shanshan Li",,2017
10.1007/978-981-15-9671-1_9,,,Partial Migration for Re-architecting a Cloud Native Monolithic Application into Microservices and FaaS,"Software development paradigm is transitioning from monolithic architecture to microservices and serverless architecture. Keeping monolithic application as a single large unit of scale is a threat for its agility, testability and maintainability. Complete migration of a monolithic application to microservice or serverless architecture poses additional challenges. Design and development of microservices is complex and cumbersome in comparison to monoliths. As number of microservices increase, their management also becomes challenging. Using serverless platforms can offer considerable savings, however it doesn’t work for all types of workload patterns. Many a times, it may be more expensive in comparison to dedicated server deployments, particularly when application workload scales significantly. In this paper, we propose partial migration of monolith application into microservices and serverless services. For the purposes of refactoring, we use web access log data of monolith application. Our proposed architecture model is based on unsupervised learning algorithm and aims to optimize the resource utilization and throughput of an application by identifying the modules having different scalability and resource requirements. This facilitates segregation of services of a monolith application into monolith-microservice-serverless. We have applied our proposed approach on a Teachers Feedback monolith application and presented the results.","Deepali Bajaj,Urmil Bharti,Anita Goel,Anita Goel,S. C. Gupta,Shashank Gupta",,2020
